State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
Michigan,Cities,WaterfordTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,72949.0
Iowa,Cities,Waterloo,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,68255.0
Massachusetts,Cities,Watertown,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,33254.0
Wisconsin,Cities,Wausau,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,39176.0
Michigan,Cities,Wayland,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,,4074.0
Michigan,Cities,Wayne,4,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,17232.0
Ohio,NonmetropolitanCounties,Wayne,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New Jersey,Cities,WeehawkenTownship,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,12937.0
Colorado,MetropolitanCounties,Weld,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,
West Virginia,Cities,Wellsburg,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2760.0
Washington,Cities,Wenatchee,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,32677.0
Michigan,Cities,WestBloomfieldTownship,5,1,1,2,0,0.0,0.0,5.0,2.0,2.0,0.0,65840.0
Massachusetts,Cities,WestBoylston,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7821.0
New Jersey,Cities,WestCaldwellTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10878.0
California,Cities,WestCovina,6,0,0,0,0,0.0,0.0,3.0,1.0,1.0,1.0,107867.0
New Jersey,Cities,WestDeptfordTownship,3,1,0,1,0,0.0,0.0,3.0,1.0,1.0,0.0,21497.0
North Dakota,Cities,WestFargo,6,1,0,1,0,0.0,0.0,1.0,2.0,2.0,3.0,28018.0
Connecticut,Cities,WestHaven,1,0,0,0,0,0.0,0.0,,,1.0,,55349.0
California,Cities,WestHollywood,1,0,2,2,0,0.0,0.0,1.0,1.0,3.0,0.0,34902.0
New Jersey,Cities,WestLongBranch,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,8660.0
New Jersey,Cities,WestMilfordTownship,3,0,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,26095.0
Virginia,Cities,WestPoint,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3311.0
New York,Cities,WestSenecaTown,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,44821.0
Massachusetts,Cities,WestSpringfield,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,28647.0
Minnesota,Cities,WestSt.Paul,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,19761.0
Utah,Cities,WestValley,3,0,0,1,0,0.0,0.0,1.0,3.0,0.0,0.0,133373.0
Rhode Island,Cities,WestWarwick,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,28817.0
Massachusetts,Cities,Westborough,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,18563.0
New York,MetropolitanCounties,WestchesterPublicSafety,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Michigan,UniversitiesandColleges,WesternMichiganUniversity,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,24598.0
Washington,UniversitiesandColleges,WesternWashingtonUniversity,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14833.0
California,Cities,WestlakeVillage,0,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,8440.0
Michigan,Cities,Westland,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,82554.0
California,Cities,Westminster,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,2.0,91885.0
Colorado,Cities,Westminster,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,110093.0
Virginia,NonmetropolitanCounties,Westmoreland,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Florida,Cities,Weston,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,68369.0
Michigan,Cities,WhiteLakeTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,30585.0
Texas,Cities,Whitehouse,1,0,0,0,0,0.0,0.0,1.0,,0.0,0.0,7919.0
Kansas,Cities,Wichita,10,0,3,1,0,0.0,0.0,4.0,4.0,4.0,2.0,386486.0
Illinois,MetropolitanCounties,Will,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
Kentucky,Cities,Williamsburg,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,5258.0
Massachusetts,Cities,Williamstown,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7682.0
Connecticut,Cities,Willimantic,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,17839.0
North Dakota,Cities,Williston,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,19949.0
North Carolina,Cities,Wilmington,3,0,1,0,0,0.0,0.0,3.0,0.0,0.0,1.0,110985.0
North Carolina,Cities,Wilson,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,49737.0
Connecticut,Cities,Winchester,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,11019.0
Kentucky,Cities,Winchester,5,0,0,0,0,0.0,0.0,1.0,2.0,1.0,1.0,18478.0
New Hampshire,Cities,Windham,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,14092.0
Connecticut,Cities,WindsorLocks,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,12560.0
South Carolina,Cities,Winnsboro,0,6,0,0,0,0.0,0.0,2.0,3.0,0.0,1.0,3428.0
Maine,Cities,Wiscasset,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3673.0
Connecticut,Cities,Wolcott,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,16735.0
New Jersey,Cities,WoodbridgeTownship,1,2,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,100568.0
Minnesota,Cities,Woodbury,1,0,0,0,0,0.0,0.0,1.0,,,,65259.0
New Jersey,Cities,Woodbury,4,1,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,10073.0
New Jersey,Cities,WoodburyHeights,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,3026.0
Michigan,Cities,Woodhaven,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,12652.0
Utah,Cities,WoodsCross,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,10343.0
Virginia,Cities,Woodstock,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,5193.0
New Jersey,Cities,WoolwichTownship,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,11167.0
Ohio,Cities,Wooster,1,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,26468.0
Massachusetts,Cities,Worcester,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,183454.0
North Carolina,Cities,WrightsvilleBeach,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2551.0
Kansas,MetropolitanCounties,Wyandotte,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,
Michigan,Cities,Wyoming,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,73786.0
Ohio,Cities,Xenia,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,26038.0
Washington,Cities,Yakima,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,93589.0
Washington,MetropolitanCounties,Yakima,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,
Connecticut,UniversitiesandColleges,YaleUniversity,0,0,1,0,0,0.0,0.0,,,,1.0,11906.0
Oregon,MetropolitanCounties,Yamhill,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
New York,Cities,Yonkers,1,3,1,0,0,1.0,1.0,2.0,0.0,3.0,2.0,199134.0
California,Cities,YorbaLinda,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,67492.0
South Carolina,MetropolitanCounties,York,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Virginia,MetropolitanCounties,York,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,
Ohio,Cities,Youngstown,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,64938.0
California,MetropolitanCounties,Yuba,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
California,Cities,YubaCity,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,65133.0
California,Cities,YuccaValley,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,21214.0
Arizona,Cities,Yuma,3,4,0,3,0,0.0,0.0,3.0,5.0,0.0,2.0,96014.0
Arizona,MetropolitanCounties,Yuma,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,
Ohio,Cities,Zanesville,1,1,2,0,0,0.0,0.0,1.0,2.0,0.0,1.0,25378.0
